id,UF,População 2016,nome,Total da Despesa por Função per capita,Legislativa per capita,Judiciária per capita,Essencial à Justiça per capita,Administração per capita,Defesa Nacional per capita,Segurança Pública per capita,Relações Exteriores per capita,Assistência Social per capita,Previdência Social per capita,Saúde per capita,Trabalho per capita,Educação per capita,Cultura per capita,Direitos da Cidadania per capita,Urbanismo per capita,Habitação per capita,Saneamento per capita,Gestão Ambiental per capita,Ciência e Tecnologia per capita,Agricultura per capita,Organização Agrária per capita,Indústria per capita,Comércio e Serviços per capita,Comunicações per capita,Energia per capita,Transporte per capita,Desporto e Lazer per capita,Encargos Especiais per capita,TOTAL DA DESPESA POR FUNÇÃO (INTRAORÇAMENTÁRIA) per capita,TOTAL GERAL DA DESPESA POR FUNÇÃO per capita,IDHM 2010,IDHM Educação 2010,IDHM Longevidade 2010,IDHM Renda 2010
1301852,AM,46703,Iranduba,1924.75819668972,56.1771346594437,,,287.827193542171,,,,66.8964738881871,52.6658861315119,274.007846391024,,1039.45725949082,7.9015073978117,,95.584867567394,,1.86421771620667,9.12192278868595,,17.2682309487613,,,5.09707620495471,,,9.8643556088474,1.0242243538959,,,1924.75819668972,0.613,0.476,0.799,0.607
1301902,AM,98503,Itacoatiara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644,0.534,0.811,0.618
1301951,AM,8153,Itamarati,2870.50641604317,122.043882006623,,,316.458920642708,,33.794284312523,,95.3818582117012,9.65703790015945,490.593749540047,,1319.02549490985,5.95167423034466,5.53366858824972,320.321182386851,51.5730258800442,,5.83039126701828,,11.8954875505949,5.87767324911076,,,14.1199938672881,,7.32161903593769,55.1264724641236,,,2870.50641604317,0.477,0.266,0.772,0.529
1302009,AM,9040,Itapiranga,1820.267375,83.6535254424779,,,229.215534292035,,,,132.98708960177,,358.718918141593,,708.072597345133,9.56920685840708,,56.3738705752212,,0.176991150442478,,,36.6038042035398,,,,,,,,204.895837389381,,1820.267375,0.654,0.594,0.792,0.594
1302108,AM,4660,Japurá,6038.34602360515,,,,1172.40470815451,,,,141.590566523605,,1092.66703433476,,2854.50294206009,,,173.635536480687,,,,,45.3005064377682,,,,23.8578240343348,,244.177641630901,44.9619184549356,245.247345493562,,6038.34602360515,0.522,0.345,0.748,0.552
1302207,AM,13581,Juruá,2357.60062587438,83.9334680804064,0.104674913482071,,385.80138649584,,,,199.47950887269,,340.113836241808,,825.053027023047,0.583535822104411,,427.973521095648,,,6.44402474044621,,27.5001399013327,,,,,0.441793682350342,31.0106089389588,2.69650909358663,26.4645909726824,,2357.60062587438,0.522,0.376,0.704,0.538
1302306,AM,16200,Jutaí,2737.39812222222,,,,311.501452469136,,5.16618086419753,,77.0430567901235,,651.624075308642,,1473.81480679012,0.0832098765432099,,104.831824074074,,,,,38.6566882716049,,,,,,,16.0989814814815,58.5778462962963,,2737.39812222222,0.516,0.34,0.766,0.528
1302405,AM,44071,Lábrea,1545.22199677793,55.8132023325997,,,279.526630664156,,0.454951328538041,,73.2095352953189,,237.627614077284,,721.578610650995,11.7111894443058,,49.5739921944136,,2.70288148669193,0.477698032719929,,40.8310803022396,,,,,0.139074901862903,,19.5051088017063,52.070427265095,,1545.22199677793,0.531,0.374,0.744,0.538
1302504,AM,95330,Manacapuru,1505.1427180321,46.5868684569391,,,150.348417706913,,,,61.0514708905906,,397.936397041855,,604.439716458617,3.8812545893213,3.510997692227,117.761271268226,,44.0524303996643,12.1129298227211,,14.6635607888388,,,,,,10.8717915661387,,37.9256113500472,5.508233504668,1510.65095153677,0.614,0.481,0.795,0.604
1302553,AM,29327,Manaquiri,1368.58693251952,48.2751525897637,,,204.510088314522,,,,57.2339915436287,8.13247996726566,247.459972039418,,573.898613564292,4.45539605142019,,96.8622702628977,,1.94238756095066,6.93109830531592,,15.2201476455144,,8.86371023289119,,,4.2628424318887,59.8879230743001,1.73832986667576,28.9125290687762,,1368.58693251952,0.596,0.51,0.748,0.556
1302603,AM,2094391,Manaus,1997.52569343547,59.256477849647,,12.1480467639519,190.118423522637,0.0401030609852697,11.3693258135659,,44.1463348104533,114.686858160678,361.230155739783,4.03483110842245,531.51199065504,18.9144264657363,0.243894879227422,491.963309148101,14.4455078301998,18.4272614139385,8.26164429182517,,,,,8.77920043583075,,,,10.1862840033213,97.7616174821225,225.777578723362,2223.30327215883,0.737,0.658,0.826,0.738
1302702,AM,53890,Manicoré,1549.31812878085,56.3054848766005,,,142.054345704212,,,,83.4798109111152,42.8417439228057,166.538750974207,,747.981638894044,28.383056411208,,186.754308406012,,10.0975930599369,13.1621710892559,,22.073016143997,,,,,,26.5536392651698,13.322778437558,9.76979068472815,,1549.31812878085,0.582,0.456,0.747,0.58
1302801,AM,18477,Maraã,1919.08555014342,,,,148.22513773881,,,,107.083087081236,1.64857714997023,330.93464902311,,1084.10980462196,0.313903772257401,,177.322349948585,,20.9472836499432,6.79417979109163,,11.6490913027007,,,,,0.595334740488174,,3.78492666558424,25.6772246576825,,1919.08555014342,0.498,0.348,0.763,0.466
1302900,AM,61110,Maués,1892.01827442317,,,4.09915447553592,239.135607592865,,,,69.3525663557519,73.8589749631812,397.859057273769,1.95055244640812,910.836730486009,19.6586789396171,,30.7177389952545,,44.3171732940599,8.63990247095402,,34.4550070364916,,,,,,12.1832001309115,21.968168057601,22.9857619047619,,1892.01827442317,0.588,0.464,0.8,0.549
1303007,AM,20633,Nhamundá,1651.1180235545,0.145398148596908,,,296.868945863423,,,,57.0848155866815,,324.048502399069,,732.29997043571,22.4711413754665,,191.467916929191,,,8.17464110890321,,10.836783792953,,,,,,,7.71990791450589,,19.7214767605292,1670.83950031503,0.586,0.503,0.779,0.513
1303106,AM,35800,Nova Olinda do Norte,1465.83282877095,41.5803569832402,,,201.061541061453,,1.95874776536313,,74.2508187150838,,322.715056145251,,614.291128212291,11.1477977653631,,119.231719553073,,13.8328293296089,6.8598717877095,,7.81741480446927,,,,,11.1525851955307,4.7122061452514,4.55421145251397,30.6665438547486,,1465.83282877095,0.558,0.412,0.78,0.541
1303205,AM,18133,Novo Airão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.434,0.776,0.551
1303304,AM,24718,Novo Aripuanã,1522.76748685169,,,,214.698588882596,,,,47.4469536370257,,379.65592523667,,535.807787037786,43.5532931466947,,190.942031313213,6.24590703131321,3.21951614208269,,,13.6229893195242,,,3.83275264989077,,16.4277761145724,62.5818423820697,0.297758718342908,4.43436523990614,,1522.76748685169,0.554,0.421,0.759,0.532
1303403,AM,112716,Parintins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658,0.605,0.8,0.589
1303502,AM,19488,Pauini,1664.79972957718,80.5924440681445,,,256.566010365353,,,,60.5010442323481,,428.477838669951,,650.515612171593,5.8829992816092,,78.3686653325123,,,6.58297619047619,,32.9886412151067,,,,,,,10.7152950533662,53.6082029967159,,1664.79972957718,0.496,0.317,0.724,0.531
1303536,AM,33703,Presidente Figueiredo,4323.8640637332,224.795898287986,,,740.960718927098,,,,133.574095777824,83.2857523069163,849.689538320031,,1246.15153962555,111.480545055336,,463.209093255793,,70.7457324273803,0.635614633712132,,121.934186274219,,,20.7429116102424,,3.23295077589532,75.5709393822508,63.3594137020443,114.495133370917,,4323.8640637332,0.647,0.538,0.802,0.627
1303569,AM,31274,Rio Preto da Eva,1581.62805397455,52.6988997250112,,,312.113069642515,,,,38.3032503037667,,342.120596661764,,686.212023406024,0.460446377182324,,90.1039125151883,,,,,15.3646492293918,,,9.56112073927224,,,,30.1528426168702,4.53724275756219,,1581.62805397455,0.611,0.493,0.785,0.59
1303601,AM,23092,Santa Isabel do Rio Negro,403.244841936601,,,,155.018114498528,,,,12.4963190715399,,90.2059548761476,,131.810082279577,9.51212541139789,,,,,,,,,,,,,,,4.20224579941105,,403.244841936601,0.479,0.323,0.737,0.461
1303700,AM,23378,Santo Antônio do Içá,1989.25391864146,69.51807767987,,,222.631412439045,,19.1770600564633,,63.0479767302592,,391.04341645992,,966.687864659081,2.99105997091282,,169.988977671315,,,24.456455214304,,16.3266040722046,,,,,5.94939686885106,,1.87418342030969,35.5614333989221,,1989.25391864146,0.49,0.353,0.759,0.438
1303809,AM,43831,São Gabriel da Cachoeira,1566.12785266136,53.6705833770619,,,271.361854395291,,,,69.8689347721932,,260.944840409756,,851.300759508111,0.800803084574844,,8.48342657023568,,,2.41752458305765,,9.26473203896785,,,,,,2.15419383541329,3.83248317400926,32.0277169126874,,1566.12785266136,0.609,0.476,0.777,0.61
1303908,AM,37300,São Paulo de Olivença,1723.9967150134,47.525790616622,,,220.325415281501,,4.25766648793566,,47.0958407506702,,338.419974798928,,880.673383378016,18.2685466487936,,108.378154155496,8.27806434316354,3.82188739946381,,,5.98102975871314,,,,,,,13.9510042895442,27.0199571045576,,1723.9967150134,0.521,0.386,0.78,0.471
1303957,AM,13105,São Sebastião do Uatumã,1532.55750629531,79.0457336894315,,,313.504310568485,,,,76.7905974818771,,370.312751621519,,502.314357115605,4.5333842045021,,142.717142312095,,30.2997954979016,,,,,,,,,,5.74418161007249,7.29525219381915,,1532.55750629531,0.577,0.464,0.739,0.561
1304005,AM,9147,Silves,2277.57603257899,98.738915491418,,,336.969163660216,,,,117.455644473598,,436.402995517656,,972.944644145622,10.7827703072045,,189.193474363179,,,15.5592729856784,,26.8143544331475,,,,,,,22.4852268503334,50.2295703509347,,2277.57603257899,0.632,0.584,0.791,0.546
1304062,AM,62346,Tabatinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616,0.505,0.769,0.602
1304104,AM,18039,Tapauá,2181.15934530739,,,,585.111416375631,,13.9447657852431,,126.090722878208,,470.780334275736,,775.468218859138,3.38677254836743,,165.308685071235,,3.70369754420977,,,15.2003520150784,,,,12.526808581407,3.00460114197018,,6.63297023116581,,,2181.15934530739,0.502,0.355,0.694,0.512
1304203,AM,62230,Tefé,1865.4511801382,55.6185415394504,,,194.169675237024,,,,52.4732428089346,9.23356500080347,417.679025871766,,833.243204563715,19.9015698216294,,150.840069901977,,,60.1254819219026,,24.813664791901,,,,,4.04949413466174,6.62542182227222,36.6782227221597,,,1865.4511801382,0.639,0.511,0.801,0.637
1304237,AM,18632,Tonantins,2216.46791917132,51.7323738729068,,,267.918177329326,,2.70704433233147,,48.8555619364534,,467.758013095749,,1194.70556515672,4.89233576642336,,73.1932417346501,15.1641734650064,,,,9.80070040790039,,,,,,,3.6171157148991,76.1236163589523,,2216.46791917132,0.548,0.416,0.779,0.508
1304260,AM,13276,Uarini,2229.53212338054,76.721815305815,,,228.280555890328,0.127166315155167,14.8781417595661,,53.9400421813799,,189.012582103043,,1358.29561012353,7.03433790298283,,239.023462639349,,,,,15.9318770714071,,,,,,,46.2865320879783,,,2229.53212338054,0.527,0.378,0.724,0.535
1304302,AM,17065,Urucará,2189.5090553765,92.3321177849399,,,269.586615880457,,,,127.343359507764,76.5343404629358,469.251171989452,,798.74070670964,26.8138411954292,,192.354444769997,,49.0794843246411,5.2077884559039,,55.7454163492529,,,,,0.276589510694404,2.61646645180193,14.213799003809,9.41291297978318,28.76251333138,2218.27156870788,0.62,0.575,0.754,0.551
1304401,AM,21650,Urucurituba,1171.93163926097,65.3638715935335,,,181.13492147806,,,,26.9944475750577,,281.37384665127,,436.810439722864,3.20515935334873,,53.7981542725173,,,0.565484526558891,,8.50460323325635,,,,,,,3.68866004618938,110.492050808314,,1171.93163926097,0.588,0.487,0.776,0.538
1600105,AP,8690,Amapá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642,0.532,0.79,0.631
1600204,AP,10345,Calçoene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643,0.55,0.759,0.636
1600212,AP,5523,Cutias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,0.566,0.76,0.576
1600238,AP,7087,Ferreira Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656,0.542,0.82,0.635
1600253,AP,5061,Itaubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576,0.477,0.758,0.528
1600279,AP,46639,Laranjal do Jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665,0.573,0.801,0.641
1600303,AP,465495,Macapá,1509.6008623938,49.8906032073384,,0.0114394354396932,240.579667944876,,74.6328944456976,,22.6020540714723,90.0433141709363,305.732001160055,0.121440531047594,414.661541928485,0.882582283375761,1.19004822823016,151.166884499296,,0.574476589437051,53.178475064179,,1.32583797892566,,,2.27762852447395,,24.6524816807914,26.9380811394322,0.623766098454334,48.5156434118519,,1509.6008623938,0.733,0.663,0.82,0.723
1600402,AP,19981,Mazagão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592,0.449,0.758,0.609
1600501,AP,24892,Oiapoque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658,0.527,0.779,0.693
